prefix_bits,prefix_hex,vendor,registry
24,9C2DCD,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
24,9C2DCF,"Shishi Tongyun Technology(Chengdu)Co.,Ltd.",MA-L
24,9C2E7A,"Samsung Electronics Co.,Ltd",MA-L
24,9C2EA1,Xiaomi Communications Co Ltd,MA-L
24,9C2F4E,zte corporation,MA-L
24,9C2F73,"Universal Tiancheng Technology (Beijing) Co., Ltd.",MA-L
24,9C2F9D,Liteon Technology Corporation,MA-L
24,9C305B,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
24,9C3066,RWE Effizienz GmbH,MA-L
24,9C3178,"Foshan Huadian Intelligent Communications Teachnologies Co.,Ltd",MA-L
24,9C31B6,Kulite Semiconductor Products Inc,MA-L
24,9C31C3,SKY UK LIMITED,MA-L
24,9C32A9,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,9C32CE,CANON INC.,MA-L
24,9C3312,Treon Oy,MA-L
24,9C3426,Commscope,MA-L
24,9C3583,"Nipro Diagnostics, Inc",MA-L
24,9C35EB,"Apple, Inc.",MA-L
24,9C36F8,Hyundai Kefico,MA-L
24,9C3708,Hewlett Packard Enterprise,MA-L
24,9C37CB,Sony Interactive Entertainment Inc.,MA-L
24,9C37F4,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C3818,"Cisco Systems, Inc",MA-L
24,9C3928,"Samsung Electronics Co.,Ltd",MA-L
24,9C3A9A,Shenzhen Sundray Technologies company Limited,MA-L
24,9C3AAF,"Samsung Electronics Co.,Ltd",MA-L
24,9C3B91,VSSL,MA-L
24,9C3DCF,NETGEAR,MA-L
24,9C3E53,"Apple, Inc.",MA-L
24,9C3EAA,"EnvyLogic Co.,Ltd.",MA-L
24,9C40CD,Synclayer Inc.,MA-L
24,9C417C,"Hame Technology Co., Limited",MA-L
24,9C431E,IEEE Registration Authority,MA-L
24,9C443D,"CHENGDU XUGUANG TECHNOLOGY CO, LTD",MA-L
24,9C44A6,"SwiftTest, Inc.",MA-L
24,9C4563,DIMEP Sistemas,MA-L
24,9C45F0,SKYLARK ELECTRONICS PVT LTD,MA-L
24,9C4711,ACCTON TECHNOLOGY CORPORATION,MA-L
24,9C4782,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
24,9C47F4,Nokia,MA-L
24,9C47F9,LJU Automatisierungstechnik GmbH,MA-L
24,9C4929,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C4952,"Dongguan Liesheng Electronic Co., Ltd.",MA-L
24,9C497F,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
24,9C4A7B,Nokia Corporation,MA-L
24,9C4B6B,iFlight Technology Company Limited,MA-L
24,9C4CAE,Mesa Labs,MA-L
24,9C4E20,"Cisco Systems, Inc",MA-L
24,9C4E36,Intel Corporate,MA-L
24,9C4E8E,ALT Systems Ltd,MA-L
24,9C4EBF,BoxCast,MA-L
24,9C4F5F,"Google, Inc.",MA-L
24,9C4FAC,zte corporation,MA-L
24,9C4FCF,TCT mobile ltd,MA-L
24,9C4FDA,"Apple, Inc.",MA-L
24,9C50D1,"Murata Manufacturing Co., Ltd.",MA-L
24,9C50EE,"Cambridge Industries(Group) Co.,Ltd.",MA-L
24,9C5187,"SUNITEC TECHNOLOGY CO.,LIMITED",MA-L
24,9C52F8,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C5322,TP-Link Systems Inc,MA-L
24,9C5385,PT. Hartono Istana Teknologi,MA-L
24,9C53CD,ENGICAM s.r.l.,MA-L
24,9C5416,"Cisco Systems, Inc",MA-L
24,9C541C,"Shenzhen My-power Technology Co.,Ltd",MA-L
24,9C5440,ChengDu TD Tech,MA-L
24,9C5467,Nokia,MA-L
24,9C54C2,"New H3C Technologies Co., Ltd",MA-L
24,9C54CA,"Zhengzhou VCOM Science and Technology Co.,Ltd",MA-L
24,9C54DA,SkyBell Technologies Inc.,MA-L
24,9C558F,"Lockin Technology(Beijing) Co.,Ltd.",MA-L
24,9C55B4,I.S.E. S.r.l.,MA-L
24,9C5636,"Huawei Device Co., Ltd.",MA-L
24,9C5711,"Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd.",MA-L
24,9C5766,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C57AD,"Cisco Systems, Inc",MA-L
24,9C57BC,eero inc.,MA-L
24,9C583C,"Apple, Inc.",MA-L
24,9C5884,"Apple, Inc.",MA-L
24,9C5A44,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",MA-L
24,9C5A80,Juniper Networks,MA-L
24,9C5A81,Xiaomi Communications Co Ltd,MA-L
24,9C5A8A,DJI BAIWANG TECHNOLOGY CO LTD,MA-L
24,9C5B96,NMR Corporation,MA-L
24,9C5C8D,FIREMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS LTDA,MA-L
24,9C5C8E,ASUSTek COMPUTER INC.,MA-L
24,9C5CF9,Sony Corporation,MA-L
24,9C5D12,Extreme Networks Headquarters,MA-L
24,9C5D95,VTC Electronics Corp.,MA-L
24,9C5E73,Calibre UK LTD,MA-L
24,9C5F5A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,9C5FB0,"Samsung Electronics Co.,Ltd",MA-L
24,9C6076,"Apple, Inc.",MA-L
24,9C611D,Panasonic Corporation of North America,MA-L
24,9C6121,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,9C61D7,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C62AB,"Sumavision Technologies Co.,Ltd",MA-L
24,9C635B,zte corporation,MA-L
24,9C63C0,"Mellanox Technologies, Inc.",MA-L
24,9C63ED,zte corporation,MA-L
24,9C645E,Harman Consumer Group,MA-L
24,9C648B,"Apple, Inc.",MA-L
24,9C65B0,"Samsung Electronics Co.,Ltd",MA-L
24,9C65EB,Intel Corporate,MA-L
24,9C65EE,"Zhone Technologies, Inc.",MA-L
24,9C65F9,AcSiP Technology Corp.,MA-L
24,9C65FA,AcSiP,MA-L
24,9C6650,"Glodio Technolies Co.,Ltd Tianjin Branch",MA-L
24,9C6697,"Cisco Systems, Inc",MA-L
24,9C67D6,Intel Corporate,MA-L
24,9C685B,Octonion SA,MA-L
24,9C6865,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,9C6937,Qorvo International Pte. Ltd.,MA-L
24,9C69B4,IEEE Registration Authority,MA-L
24,9C69D1,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C69D3,ASIX Electronics Corporation,MA-L
24,9C69ED,Arista Networks,MA-L
24,9C6ABE,QEES ApS.,MA-L
24,9C6B00,ASRock Incorporation,MA-L
24,9C6B37,Renesas Electronics (Penang) Sdn. Bhd.,MA-L
24,9C6B72,Realme Chongqing MobileTelecommunications Corp Ltd,MA-L
24,9C6BF0,"Shenzhen Yipingfang Network Technology Co., Ltd.",MA-L
24,9C6C15,Microsoft Corporation,MA-L
24,9C6D92,"Shanghai Kanghai Infomation System CO.,LTD",MA-L
24,9C6F52,zte corporation,MA-L
24,9C713A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C7370,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C73B1,"Samsung Electronics Co.,Ltd",MA-L
24,9C7403,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,9C741A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C746F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C7514,Wildix srl,MA-L
24,9C756E,Ajax Systems DMCC,MA-L
24,9C760E,"Apple, Inc.",MA-L
24,9C7613,Ring LLC,MA-L
24,9C77AA,NADASNV,MA-L
24,9C79AC,"Suntec Software(Shanghai) Co., Ltd.",MA-L
24,9C79E3,"Apple, Inc.",MA-L
24,9C7A03,Ciena Corporation,MA-L
24,9C7BD2,NEOLAB Convergence,MA-L
24,9C7BEF,Hewlett Packard,MA-L
24,9C7DA3,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C7DC0,"Tech4home, Lda",MA-L
24,9C7F57,UNIC Memory Technology Co Ltd,MA-L
24,9C7F64,"Nanjing Qinheng Microelectronics Co., Ltd.",MA-L
24,9C7F81,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L
24,9C807D,SYSCABLE Korea Inc.,MA-L
24,9C80DF,Arcadyan Corporation,MA-L
24,9C823F,"Huawei Device Co., Ltd.",MA-L
24,9C8275,"Yichip Microelectronics (Hangzhou) Co.,Ltd",MA-L
24,9C8281,"vivo Mobile Communication Co., Ltd.",MA-L
24,9C8306,"Samsung Electronics Co.,Ltd",MA-L
24,9C83BF,"PRO-VISION, Inc.",MA-L
24,9C84B6,"Shenzhen iComm Semiconductor CO.,LTD",MA-L
24,9C84BF,"Apple, Inc.",MA-L
24,9C8566,"Wingtech Mobile Communications Co.,Ltd.",MA-L
24,9C862B,MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.,MA-L
24,9C86DA,Phoenix Geophysics Ltd.,MA-L
24,9C8824,PetroCloud LLC,MA-L
24,9C8888,Simac Techniek NV,MA-L
24,9C88AD,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,9C891E,FireBrick Ltd,MA-L
24,9C8ACB,Juniper Networks,MA-L
24,9C8BA0,"Apple, Inc.",MA-L
24,9C8BF1,The Warehouse Limited,MA-L
24,9C8C6E,"Samsung Electronics Co.,Ltd",MA-L
24,9C8CD8,Hewlett Packard Enterprise,MA-L
24,9C8D1A,INTEG process group inc,MA-L
24,9C8D7C,"ALPSALPINE CO,.LTD",MA-L
24,9C8DD3,Leonton Technologies,MA-L
24,9C8E99,Hewlett Packard,MA-L
24,9C8E9C,"Huawei Device Co., Ltd.",MA-L
24,9C8ECD,Amcrest Technologies,MA-L
24,9C8EDC,Teracom Limited,MA-L
24,9C9019,Beyless,MA-L
24,9C924F,"Apple, Inc.",MA-L
24,9C934E,Xerox Corporation,MA-L
24,9C935C,Unisyue Technologies Co;LTD,MA-L
24,9C93B0,"Megatronix (Beijing) Technology Co., Ltd.",MA-L
24,9C93E4,Private,MA-L
24,9C9561,"Hui Zhou Gaoshengda Technology Co.,LTD",MA-L
24,9C9567,"Huawei Device Co., Ltd.",MA-L
24,9C956E,Microchip Technology Inc.,MA-L
24,9C95F8,"SmartDoor Systems, LLC",MA-L
24,9C9613,Lenovo Future Communication Technology (Chongqing) Company Limited,MA-L
24,9C971B,Intel Corporate,MA-L
24,9C9726,Vantiva Technologies Belgium,MA-L
24,9C9774,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C9789,1MORE,MA-L
24,9C9793,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9C9811,"Guangzhou Sunrise Electronics Development Co., Ltd",MA-L
24,9C99A0,Xiaomi Communications Co Ltd,MA-L
24,9C99CD,Voippartners,MA-L
24,9C9AC0,LEGO System A/S,MA-L
24,9C9C1D,Starkey Labs Inc.,MA-L
24,9C9C1F,Espressif Inc.,MA-L
24,9C9C40,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,9C9D07,FN-LINK TECHNOLOGY Ltd.,MA-L
24,9C9D5D,Raden Inc,MA-L
24,9C9D7E,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
24,9C9E03,awayfrom,MA-L
24,9C9E6E,Espressif Inc.,MA-L
24,9C9E71,"Huawei Device Co., Ltd.",MA-L
24,9C9ED5,Xiaomi Communications Co Ltd,MA-L
24,9CA10A,SCLE SFE,MA-L
24,9CA134,"Nike, Inc.",MA-L
24,9CA2F4,TP-Link Systems Inc,MA-L
24,9CA389,Nokia,MA-L
24,9CA3A9,"Guangzhou Juan Optical and Electronical Tech Joint Stock Co., Ltd",MA-L
24,9CA3BA,SAKURA Internet Inc.,MA-L
24,9CA513,"Samsung Electronics Co.,Ltd",MA-L
24,9CA525,Shandong USR IOT Technology Limited,MA-L
24,9CA570,eero inc.,MA-L
24,9CA577,Osorno Enterprises Inc.,MA-L
24,9CA5C0,"vivo Mobile Communication Co., Ltd.",MA-L
24,9CA615,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
24,9CA69D,Whaley Technology Co.Ltd,MA-L
24,9CA6D8,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,9CA9B8,"Cisco Systems, Inc",MA-L
24,9CA9C5,"Apple, Inc.",MA-L
24,9CA9E4,zte corporation,MA-L
24,9CAA1B,Microsoft Corporation,MA-L
24,9CAA5D,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,9CAC6D,"Universal Electronics, Inc.",MA-L
24,9CAD97,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
24,9CADEF,"Obihai Technology, Inc.",MA-L
24,9CAED3,Seiko Epson Corporation,MA-L
24,9CAF6F,ITEL MOBILE LIMITED,MA-L
24,9CAFCA,"Cisco Systems, Inc",MA-L
24,9CB008,Ubiquitous Computing Technology Corporation,MA-L
24,9CB150,Intel Corporate,MA-L
24,9CB1DC,Earda Technologies co Ltd,MA-L
24,9CB206,HMS Industrial Networks,MA-L
24,9CB2B2,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CB2E8,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CB400,zte corporation,MA-L
24,9CB654,Hewlett Packard,MA-L
24,9CB6D0,Rivet Networks,MA-L
24,9CB70D,Liteon Technology Corporation,MA-L
24,9CB793,Creatcomm Technology Inc.,MA-L
24,9CB8B4,"AMPAK Technology,Inc.",MA-L
24,9CBAC9,Telit Communication s.p.a,MA-L
24,9CBB98,"Shen Zhen RND Electronic Co.,LTD",MA-L
24,9CBCF0,Xiaomi Communications Co Ltd,MA-L
24,9CBD6E,"DERA Co., Ltd",MA-L
24,9CBD9D,"SkyDisk, Inc.",MA-L
24,9CBEE0,"Biosoundlab Co., Ltd.",MA-L
24,9CBF0D,Framework Computer Inc.,MA-L
24,9CBFCD,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CC077,"PrintCounts, LLC",MA-L
24,9CC0D2,Conductix-Wampfler GmbH,MA-L
24,9CC12D,"GD Midea Air-Conditioning Equipment Co.,Ltd.",MA-L
24,9CC172,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CC2C4,"IEIT SYSTEMS Co., Ltd.",MA-L
24,9CC394,"Apple, Inc.",MA-L
24,9CC7A6,AVM GmbH,MA-L
24,9CC7B1,"ELITEGROUP COMPUTER SYSTEMS CO.,LTD.",MA-L
24,9CC7D1,SHARP Corporation,MA-L
24,9CC7D3,AzureWave Technology Inc.,MA-L
24,9CC893,Juniper Networks,MA-L
24,9CC8AE,"Becton, Dickinson and Company",MA-L
24,9CC8E9,Amazon Technologies Inc.,MA-L
24,9CC8FC,Commscope,MA-L
24,9CC950,Baumer Holding,MA-L
24,9CC9EB,NETGEAR,MA-L
24,9CCAD9,Nokia Corporation,MA-L
24,9CCBF7,"CLOUD STAR TECHNOLOGY CO., LTD.",MA-L
24,9CCC01,Espressif Inc.,MA-L
24,9CCC83,Juniper Networks,MA-L
24,9CCD42,"Dongguan Liesheng Electronic Co., Ltd.",MA-L
24,9CCD82,"CHENG UEI PRECISION INDUSTRY CO.,LTD",MA-L
24,9CCE22,PROMED Soest GmbH,MA-L
24,9CCE88,"Ruijie Networks Co.,LTD",MA-L
24,9CD1D0,"Guangzhou Ronsuo Electronic Technology Co.,Ltd",MA-L
24,9CD21E,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
24,9CD24B,zte corporation,MA-L
24,9CD332,PLC Technology Ltd,MA-L
24,9CD35B,"Samsung Electronics Co.,Ltd",MA-L
24,9CD36D,NETGEAR,MA-L
24,9CD48B,Innolux Technology Europe BV,MA-L
24,9CD4A6,SERVERCOM (INDIA) PRIVATE LIMITED,MA-L
24,9CD57D,"Cisco Systems, Inc",MA-L
24,9CD643,D-Link International,MA-L
24,9CD8E3,"Wuhan Huazhong Numerical Control Co., Ltd",MA-L
24,9CD917,"Motorola Mobility LLC, a Lenovo Company",MA-L
24,9CD9CB,Lesira Manufacturing Pty Ltd,MA-L
24,9CDA36,TECNO MOBILE LIMITED,MA-L
24,9CDA3E,Intel Corporate,MA-L
24,9CDAA8,"Apple, Inc.",MA-L
24,9CDAB7,Hewlett Packard Enterprise,MA-L
24,9CDB07,Yellowtec GmbH,MA-L
24,9CDBAF,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CDBCB,"Funshion Online Technologies Co.,Ltd",MA-L
24,9CDC71,Hewlett Packard Enterprise,MA-L
24,9CDD1F,"Intelligent Steward Co.,Ltd",MA-L
24,9CDE4D,"ML vision Co.,LTD",MA-L
24,9CDEF0,"Jiangxi Risound Electronics Co.,LTD",MA-L
24,9CDF03,Harman/Becker Automotive Systems GmbH,MA-L
24,9CDF8A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CDFB1,"Shenzhen Crave Communication Co., LTD",MA-L
24,9CDFB3,NXP Semiconductor (Tianjin) LTD.,MA-L
24,9CE041,Nokia,MA-L
24,9CE063,"Samsung Electronics Co.,Ltd",MA-L
24,9CE10E,NCTech Ltd,MA-L
24,9CE176,"Cisco Systems, Inc",MA-L
24,9CE1D6,Junger Audio-Studiotechnik GmbH,MA-L
24,9CE230,"JULONG CO,.LTD.",MA-L
24,9CE330,Cisco Meraki,MA-L
24,9CE33F,"Apple, Inc.",MA-L
24,9CE374,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,9CE450,IEEE Registration Authority,MA-L
24,9CE549,IEEE Registration Authority,MA-L
24,9CE635,"Nintendo Co., Ltd.",MA-L
24,9CE65E,"Apple, Inc.",MA-L
24,9CE6E7,"Samsung Electronics Co.,Ltd",MA-L
24,9CE7BD,"Winduskorea co., Ltd",MA-L
24,9CE82B,"vivo Mobile Communication Co., Ltd.",MA-L
24,9CE895,"New H3C Technologies Co., Ltd",MA-L
24,9CE91C,zte corporation,MA-L
24,9CE91E,TEJAS NETWORKS LTD,MA-L
24,9CE951,"Shenzhen Sang Fei Consumer Communications Ltd., Co.",MA-L
24,9CEA97,"Honor Device Co., Ltd.",MA-L
24,9CEBE8,"BizLink (Kunshan) Co.,Ltd",MA-L
24,9CEC61,"Huawei Device Co., Ltd.",MA-L
24,9CEDFA,EVUlution AG,MA-L
24,9CEFD5,"Panda Wireless, Inc.",MA-L
24,9CF029,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
24,9CF155,Nokia,MA-L
24,9CF1D4,"Roku, Inc",MA-L
24,9CF27E,"Samsung Electronics Co.,Ltd",MA-L
24,9CF387,"Apple, Inc.",MA-L
24,9CF3AC,"Apple, Inc.",MA-L
24,9CF48E,"Apple, Inc.",MA-L
24,9CF531,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,9CF55F,Harman/Becker Automotive Systems GmbH,MA-L
24,9CF61A,Carrier Fire & Security,MA-L
24,9CF67D,"Ricardo Prague, s.r.o.",MA-L
24,9CF6DD,IEEE Registration Authority,MA-L
24,9CF86B,AgiTech Distribution Limited - Linki,MA-L
24,9CF8B8,"Shenzhen Skyworth Digital Technology CO., Ltd",MA-L
24,9CF8DB,"shenzhen eyunmei technology co,.ltd",MA-L
24,9CF938,AREVA NP GmbH,MA-L
24,9CFA3C,Daeyoung Electronics,MA-L
24,9CFA76,"Apple, Inc.",MA-L
24,9CFA96,"T3 Technology Co., Ltd.",MA-L
24,9CFB77,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,9CFBD5,"vivo Mobile Communication Co., Ltd.",MA-L
24,9CFBF1,MESOMATIC GmbH & Co.KG,MA-L
24,9CFC01,"Apple, Inc.",MA-L
24,9CFC28,"Apple, Inc.",MA-L
24,9CFCD1,"Aetheris Technology (Shanghai) Co., Ltd.",MA-L
24,9CFCE8,Intel Corporate,MA-L
24,9CFEA1,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,9CFFBE,OTSL Inc.,MA-L
24,9CFFC2,AVI Systems GmbH,MA-L
24,A0004C,"HISENSE VISUAL TECHNOLOGY CO.,LTD",MA-L
24,A0024A,IEEE Registration Authority,MA-L
24,A002A5,Intel Corporate,MA-L
24,A002DC,Amazon Technologies Inc.,MA-L
24,A00363,Robert Bosch Healthcare GmbH,MA-L
24,A0043E,Parker Hannifin Manufacturing Germany GmbH & Co. KG,MA-L
24,A00460,NETGEAR,MA-L
24,A00627,NEXPA System,MA-L
24,A00798,"Samsung Electronics Co.,Ltd",MA-L
24,A007B6,"Advanced Technical Support, Inc.",MA-L
24,A0086F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A0092E,zte corporation,MA-L
24,A0094C,CenturyLink,MA-L
24,A009ED,Avaya Inc,MA-L
24,A00A9A,"Huawei Device Co., Ltd.",MA-L
24,A00ABF,"Wieson Technologies Co., Ltd.",MA-L
24,A00BBA,"SAMSUNG ELECTRO MECHANICS CO., LTD.",MA-L
24,A00CA1,SKTB SKiT,MA-L
24,A00CE2,"Shenzhen Shokz Co., Ltd.",MA-L
24,A00E98,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A00F37,"Cisco Systems, Inc",MA-L
24,A01077,zte corporation,MA-L
24,A01081,"Samsung Electronics Co.,Ltd",MA-L
24,A01290,Avaya Inc,MA-L
24,A012DB,"TABUCHI ELECTRIC CO.,LTD",MA-L
24,A0133B,"HiTi Digital, Inc.",MA-L
24,A013CB,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,A0143D,PARROT SA,MA-L
24,A0146D,"Suzhou NODKA Automation Technology Co.,Ltd",MA-L
24,A0165C,Triteka LTD,MA-L
24,A017F1,"Allwinner Technology Co., Ltd",MA-L
24,A01828,"Apple, Inc.",MA-L
24,A01842,Comtrend Corporation,MA-L
24,A01859,Shenzhen Yidashi Electronics Co Ltd,MA-L
24,A01917,Bertel S.p.a.,MA-L
24,A019B2,IEEE Registration Authority,MA-L
24,A01AE3,Edgecore Americas Networking Corporation,MA-L
24,A01B04,"Hefei Huanxin Microelectronics Technology Co., Ltd.",MA-L
24,A01B29,Sagemcom Broadband SAS,MA-L
24,A01B9E,"Samsung Electronics Co.,Ltd",MA-L
24,A01BD6,Nautitech Mining Systems Pty. Ltd.,MA-L
24,A01C05,"NIMAX TELECOM CO.,LTD.",MA-L
24,A01C87,"UNION MAN TECHNOLOGY CO.,LTD",MA-L
24,A01C8D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A01D48,Hewlett Packard,MA-L
24,A01E0B,MINIX Technology Limited,MA-L
24,A020A6,Espressif Inc.,MA-L
24,A0218B,"ACE Antenna Co., ltd",MA-L
24,A02195,"Samsung Electronics Co.,Ltd",MA-L
24,A021AA,"China Mobile Group Device Co.,Ltd.",MA-L
24,A021B7,NETGEAR,MA-L
24,A0224E,IEEE Registration Authority,MA-L
24,A02252,Astra Wireless Technology FZ-LLC,MA-L
24,A022DE,"vivo Mobile Communication Co., Ltd.",MA-L
24,A0231B,TeleComp R&D Corp.,MA-L
24,A0239F,"Cisco Systems, Inc",MA-L
24,A02442,Shenzhenshi Xinzhongxin Technology Co.Ltd,MA-L
24,A02490,IEEE Registration Authority,MA-L
24,A024F9,"Chengdu InnovaTest Technology Co., Ltd",MA-L
24,A025D7,Hewlett Packard Enterprise,MA-L
24,A02605,Belden Hirschmann industries (Suzhou) Limited,MA-L
24,A027B6,"Samsung Electronics Co.,Ltd",MA-L
24,A02833,IEEE Registration Authority,MA-L
24,A02884,Garmin International,MA-L
24,A028ED,HMD Global Oy,MA-L
24,A02919,Dell Inc.,MA-L
24,A02942,Intel Corporate,MA-L
24,A029BD,Team Group Inc,MA-L
24,A02B44,WaveGo Tech LLC,MA-L
24,A02BB8,Hewlett Packard,MA-L
24,A02C36,FN-LINK TECHNOLOGY LIMITED,MA-L
24,A02D13,AirTies Wireless Networks,MA-L
24,A02DDB,Sagemcom Broadband SAS,MA-L
24,A02EF3,"United Integrated Services Co., Led.",MA-L
24,A03131,Procenne Digital Security,MA-L
24,A031DB,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A031EB,Semikron Elektronik GmbH & Co. KG,MA-L
24,A03299,"Lenovo (Beijing) Co., Ltd.",MA-L
24,A0334F,"Cisco Systems, Inc",MA-L
24,A0341B,Adero Inc,MA-L
24,A03679,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A0369F,Intel Corporate,MA-L
24,A036BC,ASUSTek COMPUTER INC.,MA-L
24,A036F0,Comprehensive Power,MA-L
24,A036FA,Ettus Research LLC,MA-L
24,A03768,"Shenzhen E-Life Intelligence Technology Co.,Ltd.",MA-L
24,A038F8,OURA Health Oy,MA-L
24,A03975,Leo Bodnar Electronics Ltd,MA-L
24,A039EE,Sagemcom Broadband SAS,MA-L
24,A039F7,LG Electronics (Mobile Communications),MA-L
24,A039F9,Sagemcom Broadband SAS,MA-L
24,A03A75,PSS Belgium N.V.,MA-L
24,A03B01,Kyung In Electronics,MA-L
24,A03B1B,Inspire Tech,MA-L
24,A03BE3,"Apple, Inc.",MA-L
24,A03C20,Sagemcom Broadband SAS,MA-L
24,A03C31,"Shenzhen Belon Technology CO.,LTD",MA-L
24,A03D6E,"Cisco Systems, Inc",MA-L
24,A03D6F,"Cisco Systems, Inc",MA-L
24,A03E6B,IEEE Registration Authority,MA-L
24,A04025,"Actioncable, Inc.",MA-L
24,A04041,"SAMWONFA Co.,Ltd.",MA-L
24,A0406F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A040A0,NETGEAR,MA-L
24,A0412D,Lansen Systems AB,MA-L
24,A04147,"Huawei Device Co., Ltd.",MA-L
24,A0415E,Opsens Solution Inc.,MA-L
24,A041A7,NL Ministry of Defense,MA-L
24,A0423F,Tyan Computer Corp,MA-L
24,A04246,"IT Telecom Co., Ltd.",MA-L
24,A042D1,"Huawei Device Co., Ltd.",MA-L
24,A043B0,"Hangzhou BroadLink Technology Co.,Ltd",MA-L
24,A043DB,Sitael S.p.A.,MA-L
24,A0445C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A04466,Intellics,MA-L
24,A044B7,PAX Computer Technology(Shenzhen) Ltd.,MA-L
24,A044F3,RafaelMicro,MA-L
24,A0465A,"Motorola Mobility LLC, a Lenovo Company",MA-L
24,A0479B,PROCITEC GmbH,MA-L
24,A047D7,Best IT World (India) Pvt Ltd,MA-L
24,A0481C,Hewlett Packard,MA-L
24,A04839,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,A04A5E,Microsoft Corporation,MA-L
24,A04C0C,"Shenzhen Skyworth Digital Technology CO., Ltd",MA-L
24,A04C5B,Shenzhen TINNO Mobile Technology Corp.,MA-L
24,A04CC1,Helixtech Corp.,MA-L
24,A04E01,"CENTRAL ENGINEERING co.,ltd.",MA-L
24,A04E04,Nokia Corporation,MA-L
24,A04E8D,Cisco Meraki,MA-L
24,A04EA7,"Apple, Inc.",MA-L
24,A04ECF,"Apple, Inc.",MA-L
24,A04F52,Intel Corporate,MA-L
24,A04F85,LG Electronics (Mobile Communications),MA-L
24,A04FD4,ADB Broadband Italia,MA-L
24,A04FE4,PAX Computer Technology(Shenzhen) Ltd.,MA-L
24,A0510B,Intel Corporate,MA-L
24,A051C6,Avaya Inc,MA-L
24,A05272,"Apple, Inc.",MA-L
24,A052AB,AVM ELECTRONICS PTE LTD,MA-L
24,A05394,"Shenzhen zediel co., Ltd.",MA-L
24,A0551F,Sagemcom Broadband SAS,MA-L
24,A0552E,zte corporation,MA-L
24,A0554F,"Cisco Systems, Inc",MA-L
