prefix_bits,prefix_hex,vendor,registry
24,00E007,Avaya ECS Ltd,MA-L
24,00E008,AMAZING CONTROLS! INC.,MA-L
24,00E009,Stratus Technologies,MA-L
24,00E00A,"DIBA, INC.",MA-L
24,00E00B,ROOFTOP COMMUNICATIONS CORP.,MA-L
24,00E00C,MOTOROLA,MA-L
24,00E00D,RADIANT SYSTEMS,MA-L
24,00E00E,"AVALON IMAGING SYSTEMS, INC.",MA-L
24,00E00F,"Shanghai Baud Data Communication Co.,Ltd.",MA-L
24,00E010,HESS SB-AUTOMATENBAU GmbH,MA-L
24,00E011,UNIDEN CORPORATION,MA-L
24,00E012,PLUTO TECHNOLOGIES INTERNATIONAL INC.,MA-L
24,00E013,"EASTERN ELECTRONIC CO., LTD.",MA-L
24,00E014,"Cisco Systems, Inc",MA-L
24,00E015,HEIWA CORPORATION,MA-L
24,00E016,RAPID CITY COMMUNICATIONS,MA-L
24,00E017,EXXACT GmbH,MA-L
24,00E018,ASUSTek COMPUTER INC.,MA-L
24,00E019,ING. GIORDANO ELETTRONICA,MA-L
24,00E01A,"COMTEC SYSTEMS. CO., LTD.",MA-L
24,00E01B,"SPHERE COMMUNICATIONS, INC.",MA-L
24,00E01C,"CradlePoint, Inc",MA-L
24,00E01D,"WebTV NETWORKS, INC.",MA-L
24,00E01E,"Cisco Systems, Inc",MA-L
24,00E01F,"AVIDIA Systems, Inc.",MA-L
24,00E020,TECNOMEN OY,MA-L
24,00E021,FREEGATE CORP.,MA-L
24,00E022,"Analog Devices, Inc.",MA-L
24,00E023,TELRAD,MA-L
24,00E024,GADZOOX NETWORKS,MA-L
24,00E025,"dit Co., Ltd.",MA-L
24,00E026,Redlake MASD LLC,MA-L
24,00E027,"DUX, INC.",MA-L
24,00E028,APTIX CORPORATION,MA-L
24,00E029,STANDARD MICROSYSTEMS CORP.,MA-L
24,00E02A,TANDBERG TELEVISION AS,MA-L
24,00E02B,Extreme Networks Headquarters,MA-L
24,00E02C,AST COMPUTER,MA-L
24,00E02D,"InnoMediaLogic, Inc.",MA-L
24,00E02E,SPC ELECTRONICS CORPORATION,MA-L
24,00E02F,"MCNS HOLDINGS, L.P.",MA-L
24,00E030,MELITA INTERNATIONAL CORP.,MA-L
24,00E031,"HAGIWARA ELECTRIC CO., LTD.",MA-L
24,00E032,"MISYS FINANCIAL SYSTEMS, LTD.",MA-L
24,00E033,E.E.P.D. GmbH,MA-L
24,00E034,"Cisco Systems, Inc",MA-L
24,00E035,Artesyn Embedded Technologies,MA-L
24,00E036,PIONEER CORPORATION,MA-L
24,00E037,CENTURY CORPORATION,MA-L
24,00E038,PROXIMA CORPORATION,MA-L
24,00E039,PARADYNE CORP.,MA-L
24,00E03A,"Cabletron Systems, Inc.",MA-L
24,00E03B,PROMINET CORPORATION,MA-L
24,00E03C,AdvanSys,MA-L
24,00E03D,FOCON ELECTRONIC SYSTEMS A/S,MA-L
24,00E03E,"ALFATECH, INC.",MA-L
24,00E03F,JATON CORPORATION,MA-L
24,00E040,"DeskStation Technology, Inc.",MA-L
24,00E041,CSPI,MA-L
24,00E042,Pacom Systems Ltd.,MA-L
24,00E043,VitalCom,MA-L
24,00E044,LSICS CORPORATION,MA-L
24,00E045,"TOUCHWAVE, INC.",MA-L
24,00E046,BENTLY NEVADA CORP.,MA-L
24,00E047,InFocus Corporation,MA-L
24,00E048,"SDL COMMUNICATIONS, INC.",MA-L
24,00E049,MICROWI ELECTRONIC GmbH,MA-L
24,00E04A,"ZX Technologies, Inc",MA-L
24,00E04B,JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH,MA-L
24,00E04C,REALTEK SEMICONDUCTOR CORP.,MA-L
24,00E04D,"INTERNET INITIATIVE JAPAN, INC",MA-L
24,00E04E,"SANYO DENKI CO., LTD.",MA-L
24,00E04F,"Cisco Systems, Inc",MA-L
24,00E050,"EXECUTONE INFORMATION SYSTEMS, INC.",MA-L
24,00E051,TALX CORPORATION,MA-L
24,00E052,Brocade Communications Systems LLC,MA-L
24,00E053,"CELLPORT LABS, INC.",MA-L
24,00E054,"KODAI HITEC CO., LTD.",MA-L
24,00E055,INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.,MA-L
24,00E056,HOLONTECH CORPORATION,MA-L
24,00E057,"HAN MICROTELECOM. CO., LTD.",MA-L
24,00E058,PHASE ONE DENMARK A/S,MA-L
24,00E059,"CONTROLLED ENVIRONMENTS, LTD.",MA-L
24,00E05A,GALEA NETWORK SECURITY,MA-L
24,00E05B,WEST END SYSTEMS CORP.,MA-L
24,00E05C,PHC Corporation,MA-L
24,00E05D,"UNITEC CO., LTD.",MA-L
24,00E05E,"JAPAN AVIATION ELECTRONICS INDUSTRY, LTD.",MA-L
24,00E05F,"e-Net, Inc.",MA-L
24,00E060,SHERWOOD,MA-L
24,00E061,"EdgePoint Networks, Inc.",MA-L
24,00E062,HOST ENGINEERING,MA-L
24,00E063,"Cabletron Systems, Inc.",MA-L
24,00E064,SAMSUNG ELECTRONICS,MA-L
24,00E065,OPTICAL ACCESS INTERNATIONAL,MA-L
24,00E066,"ProMax Systems, Inc.",MA-L
24,00E067,eac AUTOMATION-CONSULTING GmbH,MA-L
24,00E068,MERRIMAC SYSTEMS INC.,MA-L
24,00E069,JAYCOR,MA-L
24,00E06A,KAPSCH AG,MA-L
24,00E06B,W&G SPECIAL PRODUCTS,MA-L
24,00E06C,Ultra Electronics Command & Control Systems,MA-L
24,00E06D,COMPUWARE CORPORATION,MA-L
24,00E06E,FAR SYSTEMS S.p.A.,MA-L
24,00E06F,Commscope,MA-L
24,00E070,DH TECHNOLOGY,MA-L
24,00E071,EPIS MICROCOMPUTER,MA-L
24,00E072,LYNK,MA-L
24,00E073,"NATIONAL AMUSEMENT NETWORK, INC.",MA-L
24,00E074,"TIERNAN COMMUNICATIONS, INC.",MA-L
24,00E075,Verilink Corporation,MA-L
24,00E076,"DEVELOPMENT CONCEPTS, INC.",MA-L
24,00E077,"WEBGEAR, INC.",MA-L
24,00E078,BERKELEY NETWORKS,MA-L
24,00E079,A.T.N.R.,MA-L
24,00E07A,MIKRODIDAKT AB,MA-L
24,00E07B,BAY NETWORKS,MA-L
24,00E07C,"METTLER-TOLEDO, INC.",MA-L
24,00E07D,"NETRONIX, INC.",MA-L
24,00E07E,WALT DISNEY IMAGINEERING,MA-L
24,00E07F,LOGISTISTEM s.r.l.,MA-L
24,00E080,CONTROL RESOURCES CORPORATION,MA-L
24,00E081,TYAN COMPUTER CORP.,MA-L
24,00E082,ANERMA,MA-L
24,00E083,"JATO TECHNOLOGIES, INC.",MA-L
24,00E084,COMPULITE R&D,MA-L
24,00E085,"GLOBAL MAINTECH, INC.",MA-L
24,00E086,"Emerson Network Power, Avocent Division",MA-L
24,00E087,LeCroy - Networking Productions Division,MA-L
24,00E088,LTX-Credence CORPORATION,MA-L
24,00E089,"ION Networks, Inc.",MA-L
24,00E08A,"GEC AVERY, LTD.",MA-L
24,00E08B,QLogic Corporation,MA-L
24,00E08C,"NEOPARADIGM LABS, INC.",MA-L
24,00E08D,"PRESSURE SYSTEMS, INC.",MA-L
24,00E08E,UTSTARCOM,MA-L
24,00E08F,"Cisco Systems, Inc",MA-L
24,00E090,BECKMAN LAB. AUTOMATION DIV.,MA-L
24,00E091,LG Electronics,MA-L
24,00E092,ADMTEK INCORPORATED,MA-L
24,00E093,ACKFIN NETWORKS,MA-L
24,00E094,OSAI SRL,MA-L
24,00E095,ADVANCED-VISION TECHNOLGIES CORP.,MA-L
24,00E096,SHIMADZU CORPORATION,MA-L
24,00E097,CARRIER ACCESS CORPORATION,MA-L
24,00E098,AboCom,MA-L
24,00E099,SAMSON AG,MA-L
24,00E09A,Positron Inc.,MA-L
24,00E09B,"ENGAGE NETWORKS, INC.",MA-L
24,00E09C,MII,MA-L
24,00E09D,SARNOFF CORPORATION,MA-L
24,00E09E,Quantum Corporation,MA-L
24,00E09F,PIXEL VISION,MA-L
24,00E0A0,WILTRON CO.,MA-L
24,00E0A1,HIMA PAUL HILDEBRANDT GmbH Co. KG,MA-L
24,00E0A2,MICROSLATE INC.,MA-L
24,00E0A3,"Cisco Systems, Inc",MA-L
24,00E0A4,ESAOTE S.p.A.,MA-L
24,00E0A5,"ComCore Semiconductor, Inc.",MA-L
24,00E0A6,"TELOGY NETWORKS, INC.",MA-L
24,00E0A7,"IPC INFORMATION SYSTEMS, INC.",MA-L
24,00E0A8,SAT GmbH & Co.,MA-L
24,00E0A9,"FUNAI ELECTRIC CO., LTD.",MA-L
24,00E0AA,ELECTROSONIC LTD.,MA-L
24,00E0AB,DIMAT S.A.,MA-L
24,00E0AC,"MIDSCO, INC.",MA-L
24,00E0AD,Brandywine Communications UK Ltd.,MA-L
24,00E0AE,XAQTI CORPORATION,MA-L
24,00E0AF,GENERAL DYNAMICS INFORMATION SYSTEMS,MA-L
24,00E0B0,"Cisco Systems, Inc",MA-L
24,00E0B1,Alcatel-Lucent Enterprise,MA-L
24,00E0B2,TELMAX COMMUNICATIONS CORP.,MA-L
24,00E0B3,"EtherWAN Systems, Inc.",MA-L
24,00E0B4,"TECHNO SCOPE CO., LTD.",MA-L
24,00E0B5,ARDENT COMMUNICATIONS CORP.,MA-L
24,00E0B6,Entrada Networks,MA-L
24,00E0B7,Cosworth Electronics Ltd,MA-L
24,00E0B8,GATEWAY 2000,MA-L
24,00E0B9,BYAS SYSTEMS,MA-L
24,00E0BA,BERGHOF AUTOMATIONSTECHNIK GmbH,MA-L
24,00E0BB,NBX CORPORATION,MA-L
24,00E0BC,"SYMON COMMUNICATIONS, INC.",MA-L
24,00E0BD,"INTERFACE SYSTEMS, INC.",MA-L
24,00E0BE,"GENROCO INTERNATIONAL, INC.",MA-L
24,00E0BF,TORRENT NETWORKING TECHNOLOGIES CORP.,MA-L
24,00E0C0,"SEIWA ELECTRIC MFG. CO., LTD.",MA-L
24,00E0C1,"MEMOREX TELEX JAPAN, LTD.",MA-L
24,00E0C2,NECSY S.p.A.,MA-L
24,00E0C3,SAKAI SYSTEM DEVELOPMENT CORP.,MA-L
24,00E0C4,"HORNER ELECTRIC, INC.",MA-L
24,00E0C5,BCOM ELECTRONICS INC.,MA-L
24,00E0C6,"LINK2IT, L.L.C.",MA-L
24,00E0C7,EUROTECH SRL,MA-L
24,00E0C8,"VIRTUAL ACCESS, LTD.",MA-L
24,00E0C9,AutomatedLogic Corporation,MA-L
24,00E0CA,BEST DATA PRODUCTS,MA-L
24,00E0CB,"RESON, INC.",MA-L
24,00E0CC,"HERO SYSTEMS, LTD.",MA-L
24,00E0CD,SAAB SENSIS CORPORATION,MA-L
24,00E0CE,ARN,MA-L
24,00E0CF,INTEGRATED DEVICE,MA-L
24,00E0D0,"NETSPEED, INC.",MA-L
24,00E0D1,TELSIS LIMITED,MA-L
24,00E0D2,"VERSANET COMMUNICATIONS, INC.",MA-L
24,00E0D3,DATENTECHNIK GmbH,MA-L
24,00E0D4,EXCELLENT COMPUTER,MA-L
24,00E0D5,Emulex Corporation,MA-L
24,00E0D6,COMPUTER & COMMUNICATION RESEARCH LAB.,MA-L
24,00E0D7,"SUNSHINE ELECTRONICS, INC.",MA-L
24,00E0D8,"LANBit Computer, Inc.",MA-L
24,00E0D9,"TAZMO CO., LTD.",MA-L
24,00E0DA,Alcatel-Lucent Enterprise,MA-L
24,00E0DB,"ViaVideo Communications, Inc.",MA-L
24,00E0DC,NEXWARE CORP.,MA-L
24,00E0DD,Zenith Electronics Corporation,MA-L
24,00E0DE,DATAX NV,MA-L
24,00E0DF,"Zhone Technologies, Inc.",MA-L
24,00E0E0,"SI ELECTRONICS, LTD.",MA-L
24,00E0E1,"G2 NETWORKS, INC.",MA-L
24,00E0E2,INNOVA CORP.,MA-L
24,00E0E3,SK-ELEKTRONIK GMBH,MA-L
24,00E0E4,"FANUC ROBOTICS NORTH AMERICA, Inc.",MA-L
24,00E0E5,"CINCO NETWORKS, INC.",MA-L
24,00E0E6,INCAA Computers,MA-L
24,00E0E7,"RAYTHEON E-SYSTEMS, INC.",MA-L
24,00E0E8,GRETACODER Data Systems AG,MA-L
24,00E0E9,"DATA LABS, INC.",MA-L
24,00E0EA,"INNOVAT COMMUNICATIONS, INC.",MA-L
24,00E0EB,"DIGICOM SYSTEMS, INCORPORATED",MA-L
24,00E0EC,CELESTICA INC.,MA-L
24,00E0ED,"SILICOM, LTD.",MA-L
24,00E0EE,MAREL HF,MA-L
24,00E0EF,DIONEX,MA-L
24,00E0F0,"ABLER TECHNOLOGY, INC.",MA-L
24,00E0F1,THAT CORPORATION,MA-L
24,00E0F2,"ARLOTTO COMNET, INC.",MA-L
24,00E0F3,"WebSprint Communications, Inc.",MA-L
24,00E0F4,INSIDE Technology A/S,MA-L
24,00E0F5,TELES AG,MA-L
24,00E0F6,DECISION EUROPE,MA-L
24,00E0F7,"Cisco Systems, Inc",MA-L
24,00E0F8,DICNA CONTROL AB,MA-L
24,00E0F9,"Cisco Systems, Inc",MA-L
24,00E0FA,"TRL TECHNOLOGY, LTD.",MA-L
24,00E0FB,"LEIGHTRONIX, INC.",MA-L
24,00E0FC,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00E0FD,"A-TREND TECHNOLOGY CO., LTD.",MA-L
24,00E0FE,"Cisco Systems, Inc",MA-L
24,00E0FF,"SECURITY DYNAMICS TECHNOLOGIES, Inc.",MA-L
24,00E12F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00E16D,"Cisco Systems, Inc",MA-L
24,00E175,AK-Systems Ltd,MA-L
24,00E18C,Intel Corporate,MA-L
24,00E22C,"China Mobile Group Device Co.,Ltd.",MA-L
24,00E3B2,"Samsung Electronics Co.,Ltd",MA-L
24,00E400,Sichuan Changhong Electric Ltd.,MA-L
24,00E406,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00E421,Sony Interactive Entertainment Inc.,MA-L
24,00E5E4,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,00E5F1,BUFFALO.INC,MA-L
24,00E607,AURCORE TECHNOLOGY INC.,MA-L
24,00E60E,Extreme Networks Headquarters,MA-L
24,00E63A,Ruckus Wireless,MA-L
24,00E666,ARIMA Communications Corp.,MA-L
24,00E6D3,NIXDORF COMPUTER CORP.,MA-L
24,00E6E8,"Netzin Technology Corporation,.Ltd.",MA-L
24,00E7E3,zte corporation,MA-L
24,00E8AB,"Meggitt Training Systems, Inc.",MA-L
24,00E93A,AzureWave Technology Inc.,MA-L
24,00EABD,"Cisco Systems, Inc",MA-L
24,00EB2D,Sony Corporation,MA-L
24,00EBD5,"Cisco Systems, Inc",MA-L
24,00EBD8,"MERCUSYS TECHNOLOGIES CO., LTD.",MA-L
24,00EC0A,Xiaomi Communications Co Ltd,MA-L
24,00EDB8,KYOCERA Corporation,MA-L
24,00EE01,Enablers Solucoes e Consultoria em Dispositivos,MA-L
24,00EEAB,"Cisco Systems, Inc",MA-L
24,00EEBD,HTC Corporation,MA-L
24,00F051,KWB Gmbh,MA-L
24,00F22C,"Shanghai B-star Technology Co.,Ltd.",MA-L
24,00F28B,"Cisco Systems, Inc",MA-L
24,00F361,Amazon Technologies Inc.,MA-L
24,00F39F,"Apple, Inc.",MA-L
24,00F3DB,WOO Sports,MA-L
24,00F403,Orbis Systems Oy,MA-L
24,00F46F,"Samsung Electronics Co.,Ltd",MA-L
24,00F48D,Liteon Technology Corporation,MA-L
24,00F4B9,"Apple, Inc.",MA-L
24,00F5FD,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00F620,"Google, Inc.",MA-L
24,00F663,"Cisco Systems, Inc",MA-L
24,00F76F,"Apple, Inc.",MA-L
24,00F7AD,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00F81C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00F82C,"Cisco Systems, Inc",MA-L
24,00F860,PT. Panggung Electric Citrabuana,MA-L
24,00F871,Demant A/S,MA-L
24,00F8CC,Sagemcom Broadband SAS,MA-L
24,00F952,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,00FA21,"Samsung Electronics Co.,Ltd",MA-L
24,00FA3B,CLOOS ELECTRONIC GMBH,MA-L
24,00FAB6,Kontakt Micro-Location Sp z o.o.,MA-L
24,00FADE,"Motorola Mobility LLC, a Lenovo Company",MA-L
24,00FBF9,Axiado Corporation,MA-L
24,00FC58,WebSilicon Ltd.,MA-L
24,00FC70,"Intrepid Control Systems, Inc.",MA-L
24,00FC8B,Amazon Technologies Inc.,MA-L
24,00FC8D,Hitron Technologies. Inc,MA-L
24,00FCBA,"Cisco Systems, Inc",MA-L
24,00FD22,"Cisco Systems, Inc",MA-L
24,00FD45,Hewlett Packard Enterprise,MA-L
24,00FD4C,NEVATEC,MA-L
24,00FEC8,"Cisco Systems, Inc",MA-L
24,020701,RACAL-DATACOM,MA-L
24,021C7C,PERQ SYSTEMS CORPORATION,MA-L
24,026086,LOGIC REPLACEMENT TECH. LTD.,MA-L
24,02608C,3COM,MA-L
24,027001,RACAL-DATACOM,MA-L
24,0270B0,M/A-COM INC. COMPANIES,MA-L
24,0270B3,DATA RECALL LTD.,MA-L
24,029D8E,"CARDIAC RECORDERS, INC.",MA-L
24,02AA3C,OLIVETTI TELECOMM SPA (OLTECO),MA-L
24,02BB01,OCTOTHORPE CORP.,MA-L
24,02C08C,3COM,MA-L
24,02CF1C,Communication Machinery Corporation,MA-L
24,02E6D3,NIXDORF COMPUTER CORP.,MA-L
24,040067,Stanley Black & Decker,MA-L
24,04006E,"Google, Inc.",MA-L
24,0401A1,"Fortinet, Inc.",MA-L
24,0401BB,TECNO MOBILE LIMITED,MA-L
24,04021F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0402CA,"Shenzhen Vtsonic Co.,ltd",MA-L
24,040312,"Hangzhou Hikvision Digital Technology Co.,Ltd.",MA-L
24,0403D6,"Nintendo Co.,Ltd",MA-L
24,0404B8,"China Hualu Panasonic AVC Networks Co., LTD.",MA-L
24,0404EA,Valens Semiconductor Ltd.,MA-L
24,0405DD,"Shenzhen Cultraview Digital Technology Co., Ltd",MA-L
24,04072E,VTech Electronics Ltd.,MA-L
24,040973,Hewlett Packard Enterprise,MA-L
24,040986,Arcadyan Corporation,MA-L
24,0409A5,"HFR, Inc.",MA-L
24,040A83,Alcatel-Lucent,MA-L
24,040AE0,XMIT AG COMPUTER NETWORKS,MA-L
24,040CCE,"Apple, Inc.",MA-L
24,040D84,Silicon Laboratories,MA-L
24,040E3C,HP Inc.,MA-L
24,040EC2,ViewSonic Mobile China Limited,MA-L
24,040F66,TP-Link Systems Inc.,MA-L
24,04106B,Xiaomi Communications Co Ltd,MA-L
24,041119,IEEE Registration Authority,MA-L
24,04137A,"Apple, Inc.",MA-L
24,041471,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,041552,"Apple, Inc.",MA-L
24,0415D9,Viwone,MA-L
24,04174C,"Nanjing SCIYON Wisdom Technology Group Co.,Ltd.",MA-L
24,0417B6,Smart Innovation LLC,MA-L
24,04180F,"Samsung Electronics Co.,Ltd",MA-L
24,041892,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0418B6,Private,MA-L
24,0418D6,Ubiquiti Inc,MA-L
24,04197F,Grasphere Japan,MA-L
24,041A04,WaveIP,MA-L
24,041B6D,LG Electronics (Mobile Communications),MA-L
24,041B94,Host Mobility AB,MA-L
24,041BBA,"Samsung Electronics Co.,Ltd",MA-L
24,041C6C,Intel Corporate,MA-L
24,041CDB,Siba Service,MA-L
24,041D10,Dream Ware Inc.,MA-L
24,041DC7,zte corporation,MA-L
24,041E64,"Apple, Inc.",MA-L
24,041E7A,DSPWorks,MA-L
24,041EFA,"BISSELL Homecare, Inc.",MA-L
24,041FB8,"vivo Mobile Communication Co., Ltd.",MA-L
24,042084,zte corporation,MA-L
24,04208A,浙江路川科技有限公司,MA-L
24,04209A,Panasonic Corporation AVC Networks Company,MA-L
24,042144,"Sunitec Enterprise Co.,Ltd",MA-L
24,04214C,Insight Energy Ventures LLC,MA-L
24,042234,Wireless Standard Extensions,MA-L
24,0422E7,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
24,042322,Texas Instruments,MA-L
24,042405,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
24,0425C5,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0425E0,Taicang T&W Electronics,MA-L
24,0425E8,Texas Instruments,MA-L
24,0425F0,Nokia,MA-L
24,042605,Bosch Building Automation GmbH,MA-L
24,042665,"Apple, Inc.",MA-L
24,042728,Microsoft Corporation,MA-L
24,042758,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,04292E,"Samsung Electronics Co.,Ltd",MA-L
24,042AE2,"Cisco Systems, Inc",MA-L
24,042B58,"Shenzhen Hanzsung Technology Co.,Ltd",MA-L
24,042BBB,"PicoCELA, Inc.",MA-L
24,042DAD,Areus GmbH,MA-L
24,042DB4,"First Property (Beijing) Co., Ltd Modern MOMA Branch",MA-L
24,042EC1,"Apple, Inc.",MA-L
24,042F56,ATOCS (Shenzhen) LTD,MA-L
24,0430FA,"Cisco Systems, Inc",MA-L
24,043110,"Inspur Group Co., Ltd.",MA-L
24,043201,Broadcom Limited,MA-L
24,0432F4,Partron,MA-L
24,04331F,"Huawei Device Co., Ltd.",MA-L
24,043385,"Nanchang BlackShark Co.,Ltd.",MA-L
24,043389,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0433C2,Intel Corporate,MA-L
24,0434C3,"Qingdao Goertek Horizons Tecnology Co.,LTD",MA-L
24,0434CF,"Apple, Inc.",MA-L
24,0434F6,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",MA-L
24,04359B,WuLu Networks Pty Ltd,MA-L
24,043604,Gyeyoung I&T,MA-L
24,0436B8,I&C Technology,MA-L
24,043855,Scopus International Pvt. Ltd.,MA-L
24,0438DC,"China Unicom Online Information Technology Co.,Ltd",MA-L
24,043926,China Dragon Technology Limited,MA-L
24,0439CB,"Qingdao HaierTechnology Co.,Ltd",MA-L
24,043A0D,SM Optics S.r.l.,MA-L
24,043CE8,"Shenzhen SuperElectron Technology Co.,Ltd.",MA-L
24,043D6E,Nokia,MA-L
24,043D98,"ChongQing QingJia Electronics CO.,LTD",MA-L
24,043F72,"Mellanox Technologies, Inc.",MA-L
24,0440A9,"New H3C Technologies Co., Ltd",MA-L
24,044169,GoPro,MA-L
24,0441A5,"Apple, Inc.",MA-L
24,04421A,ASUSTek COMPUTER INC.,MA-L
24,0443FD,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,0444A1,"TELECON GALICIA,S.A.",MA-L
24,044562,ANDRA Sp. z o. o.,MA-L
24,0445A1,"NIRIT- Xinwei Telecom Technology Co., Ltd.",MA-L
24,044665,"Murata Manufacturing Co., Ltd.",MA-L
24,0446CF,"Beijing Venustech Cybervision Co.,Ltd.",MA-L
24,044707,Texas Instruments,MA-L
24,04472A,Palo Alto Networks,MA-L
24,0447CA,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",MA-L
24,04489A,"Apple, Inc.",MA-L
24,04495D,"Huawei Device Co., Ltd.",MA-L
24,044A50,Ramaxel Technology (Shenzhen) limited company,MA-L
24,044A69,Shenzhen Phaten Tech. LTD,MA-L
24,044A6A,"niliwi nanjing big data Co,.Ltd",MA-L
24,044A6C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,044AC6,"Aipon Electronics Co., Ltd",MA-L
24,044BA5,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
24,044BB1,"Huawei Device Co., Ltd.",MA-L
24,044BED,"Apple, Inc.",MA-L
24,044BFF,"GuangZhou Hedy Digital Technology Co., Ltd",MA-L
24,044CEF,"Fujian Sanao Technology Co.,Ltd",MA-L
24,044E06,Ericsson AB,MA-L
24,044E5A,Commscope,MA-L
24,044EAF,LG Innotek,MA-L
24,044F17,"HUMAX Co., Ltd.",MA-L
24,044F4C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,044F7A,"China Mobile Group Device Co.,Ltd.",MA-L
24,044F8B,"Adapteva, Inc.",MA-L
24,044FAA,Ruckus Wireless,MA-L
24,0450DA,"Qiku Internet Network Scientific (Shenzhen) Co., Ltd",MA-L
24,045170,"Zhongshan K-mate General Electronics Co.,Ltd",MA-L
24,0452C7,Bose Corporation,MA-L
24,0452F3,"Apple, Inc.",MA-L
24,0453D5,Sysorex Global Holdings,MA-L
24,045453,"Apple, Inc.",MA-L
24,0455B2,"Huaqin Technology Co.,Ltd",MA-L
24,0455B8,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0455CA,BriView (Xiamen) Corp.,MA-L
24,045604,"Gionee Communication Equipment Co.,Ltd.",MA-L
24,045665,"Nokia Shanghai Bell Co., Ltd.",MA-L
24,0456E5,Intel Corporate,MA-L
24,04572F,Sertel Electronics UK Ltd,MA-L
24,045747,GoPro,MA-L
24,045791,Shenzhenshi Xinzhongxin Technology Co.Ltd,MA-L
24,04585D,IEEE Registration Authority,MA-L
24,04586F,"Sichuan Whayer information industry Co.,LTD",MA-L
24,045A3D,Nothing Technology Limited,MA-L
24,045A95,Nokia Corporation,MA-L
24,045C06,Zmodo Technology Corporation,MA-L
24,045C6C,Juniper Networks,MA-L
24,045C8E,"gosund GROUP CO.,LTD",MA-L
24,045D4B,Sony Corporation,MA-L
24,045D56,camtron industrial inc.,MA-L
24,045E0A,SHENZHEN TRANSCHAN TECHNOLOGY LIMITED,MA-L
24,045EA4,"Netis Technology Co., Ltd.",MA-L
24,045FA6,"Shenzhen SDMC Technology CP,.LTD",MA-L
24,045FA7,"Shenzhen Yichen Technology Development Co.,LTD",MA-L
24,045FB9,"Cisco Systems, Inc",MA-L
24,046169,"MEDIA GLOBAL LINKS CO., LTD.",MA-L
24,046273,"Cisco Systems, Inc",MA-L
24,0462D7,ALSTOM HYDRO FRANCE,MA-L
24,0463D0,"Huawei Device Co., Ltd.",MA-L
24,0463E0,Nome Oy,MA-L
24,0464FA,Dell Inc.,MA-L
24,046565,Testop,MA-L
24,046761,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
24,046785,scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH,MA-L
24,046865,"Apple, Inc.",MA-L
24,046874,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L
24,04698F,Juniper Networks,MA-L
24,0469F8,"Apple, Inc.",MA-L
24,046B1B,"SYSDINE Co., Ltd.",MA-L
24,046B25,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
24,046C59,Intel Corporate,MA-L
24,046C9D,"Cisco Systems, Inc",MA-L
24,046D42,Bryston Ltd.,MA-L
24,046E02,OpenRTLS Group,MA-L
24,046E49,"TaiYear Electronic Technology (Suzhou) Co., Ltd",MA-L
24,046ECB,zte corporation,MA-L
24,046F00,LG Electronics,MA-L
24,047056,Arcadyan Corporation,MA-L
24,0470BC,Globalstar Inc.,MA-L
24,04714B,IEEE Registration Authority,MA-L
24,047153,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,MA-L
24,047295,"Apple, Inc.",MA-L
24,0472EF,"Apple, Inc.",MA-L
24,04749E,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0474A1,Aligera Equipamentos Digitais Ltda,MA-L
24,047503,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
24,0475F5,CSST,MA-L
24,0475F9,Taicang T&W Electronics,MA-L
24,04766E,"ALPSALPINE CO,.LTD",MA-L
24,0476B0,"Cisco Systems, Inc",MA-L
